Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,72372276.53,0.05007,72372276.53,1214476,59.59,Germany,Xetra,EUR
GMG,GOODMAN GROUP UNITS,Real Estate,Equity,72362228.55,0.05006,72362228.55,3188557,22.69,Australia,Asx - All Markets,AUD
SREN,SWISS RE AG,Financials,Equity,72247381.07,0.04998,72247381.07,473615,152.54,Switzerland,SIX Swiss Exchange,CHF
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,71776388.95,0.04965,71776388.95,296095,242.41,United States,NASDAQ,USD
BAYN,BAYER AG,Health Care,Equity,71489962.62,0.04945,71489962.62,1603121,44.59,Germany,Xetra,EUR
RSG,REPUBLIC SERVICES INC,Industrials,Equity,70897986.6,0.04905,70897986.6,339745,208.68,United States,New York Stock Exchange Inc.,USD
6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,70904631.83,0.04905,70904631.83,2909500,24.37,Japan,Tokyo Stock Exchange,JPY
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,70151826.06,0.04853,70151826.06,926586,75.71,United States,New York Stock Exchange Inc.,USD
PRU,PRUDENTIAL PLC,Financials,Equity,69955588.57,0.04839,69955588.57,4441654,15.75,United Kingdom,London Stock Exchange,GBP
DGE,DIAGEO PLC,Consumer Staples,Equity,69700065.76,0.04822,69700065.76,3445935,20.23,United Kingdom,London Stock Exchange,GBP
CLS,CELESTICA INC,Information Technology,Equity,69626717.82,0.04817,69626717.82,182462,381.6,Canada,Toronto Stock Exchange,CAD
NDAQ,NASDAQ INC,Financials,Equity,69561450,0.04812,69561450,765000,90.93,United States,NASDAQ,USD
MSCI,MSCI INC,Financials,Equity,69507876.9,0.04808,69507876.9,122010,569.69,United States,New York Stock Exchange Inc.,USD
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,68908389.48,0.04767,68908389.48,129318,532.86,United States,NASDAQ,USD
EXC,EXELON CORP,Utilities,Equity,68841400.8,0.04762,68841400.8,1550482,44.4,United States,NASDAQ,USD
8591,ORIX CORP,Financials,Equity,68746903.35,0.04756,68746903.35,1878690,36.59,Japan,Tokyo Stock Exchange,JPY
FITB,FIFTH THIRD BANCORP,Financials,Equity,68603427.9,0.04746,68603427.9,1438227,47.7,United States,NASDAQ,USD
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,68611115.56,0.04746,68611115.56,2138084,32.09,United States,New York Stock Exchange Inc.,USD
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,68394862.21,0.04731,68394862.21,1183933,57.77,Canada,Toronto Stock Exchange,CAD
EME,EMCOR GROUP INC,Industrials,Equity,68378595.69,0.0473,68378595.69,73523,930.03,United States,New York Stock Exchange Inc.,USD
EUR,EUR CASH,Cash and/or Derivatives,Cash,68247006.42,0.04721,68247006.42,58430656,116.8,European Union,--,EUR
CVE,CENOVUS ENERGY,Energy,Equity,68224383.05,0.0472,68224383.05,2265429,30.12,Canada,Toronto Stock Exchange,CAD
VTR,VENTAS REIT INC,Real Estate,Equity,68173127.36,0.04716,68173127.36,757816,89.96,United States,New York Stock Exchange Inc.,USD
ORA,ORANGE SA,Communication,Equity,67890065.02,0.04696,67890065.02,3135962,21.65,France,Nyse Euronext - Euronext Paris,EUR
BDX,BECTON DICKINSON,Health Care,Equity,67872439.41,0.04695,67872439.41,469803,144.47,United States,New York Stock Exchange Inc.,USD
AMP,AMERIPRISE FINANCE INC,Financials,Equity,67773143,0.04688,67773143,143575,472.04,United States,New York Stock Exchange Inc.,USD
RACE,FERRARI NV,Consumer Discretionary,Equity,67365677.79,0.0466,67365677.79,200962,335.22,Italy,Borsa Italiana,EUR
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,67201992,0.04649,67201992,1903200,35.31,Israel,New York Stock Exchange Inc.,USD
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,67068570.17,0.0464,67068570.17,823837,81.41,United States,New York Stock Exchange Inc.,USD
KR,KROGER,Consumer Staples,Equity,66573400.03,0.04605,66573400.03,996757,66.79,United States,New York Stock Exchange Inc.,USD
STMPA,STMICROELECTRONICS NV,Information Technology,Equity,66234440.55,0.04582,66234440.55,1028056,64.43,France,Nyse Euronext - Euronext Paris,EUR
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,66111229.24,0.04573,66111229.24,1163111,56.84,United States,New York Stock Exchange Inc.,USD
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,65789859.27,0.04551,65789859.27,1542781,42.64,Netherlands,Euronext Amsterdam,EUR
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,65460484.14,0.04528,65460484.14,434578,150.63,United States,New York Stock Exchange Inc.,USD
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Equity,65396358.26,0.04524,65396358.26,2955019,22.13,Australia,Asx - All Markets,AUD
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,65124326.88,0.04505,65124326.88,1445922,45.04,United States,NASDAQ,USD
TSCO,TESCO PLC,Consumer Staples,Equity,65050240.85,0.045,65050240.85,10703517,6.08,United Kingdom,London Stock Exchange,GBP
6146,DISCO CORP,Information Technology,Equity,64934079.48,0.04492,64934079.48,146700,442.63,Japan,Tokyo Stock Exchange,JPY
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,64876848.68,0.04488,64876848.68,483218,134.26,United States,New York Stock Exchange Inc.,USD
SAND,SANDVIK,Industrials,Equity,64472700.98,0.0446,64472700.98,1671763,38.57,Sweden,Nasdaq Omx Nordic,SEK
HLN,HALEON PLC,Health Care,Equity,64366668.42,0.04453,64366668.42,14504351,4.44,United Kingdom,London Stock Exchange,GBP
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,63835204.65,0.04416,63835204.65,481957,132.45,United States,New York Stock Exchange Inc.,USD
6301,KOMATSU LTD,Industrials,Equity,63695528.03,0.04406,63695528.03,1535538,41.48,Japan,Tokyo Stock Exchange,JPY
RWE,RWE AG,Utilities,Equity,62903838.37,0.04352,62903838.37,953204,65.99,Germany,Xetra,EUR
K,KINROSS GOLD CORP,Materials,Equity,62911229.67,0.04352,62911229.67,2036790,30.89,Canada,Toronto Stock Exchange,CAD
WCN,WASTE CONNECTIONS INC,Industrials,Equity,62818510.8,0.04346,62818510.8,405490,154.92,United States,New York Stock Exchange Inc.,USD
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,62756189.85,0.04341,62756189.85,701431,89.47,France,Nyse Euronext - Euronext Paris,EUR
G,ASSICURAZIONI GENERALI,Financials,Equity,62612131.12,0.04331,62612131.12,1367856,45.77,Italy,Borsa Italiana,EUR
9434,SOFTBANK CORP,Communication,Equity,62464264.19,0.04321,62464264.19,44517400,1.4,Japan,Tokyo Stock Exchange,JPY
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,62351375.65,0.04313,62351375.65,212477,293.45,United States,NASDAQ,USD
XYZ,BLOCK INC CLASS A,Financials,Equity,62260355.77,0.04307,62260355.77,870409,71.53,United States,New York Stock Exchange Inc.,USD
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,61911326.7,0.04283,61911326.7,2127537,29.1,United States,NASDAQ,USD
GRMN,GARMIN LTD,Consumer Discretionary,Equity,61833960.09,0.04277,61833960.09,263763,234.43,United States,New York Stock Exchange Inc.,USD
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,61801243.29,0.04275,61801243.29,863237,71.59,Canada,Toronto Stock Exchange,CAD
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,61503803,0.04255,61503803,2211075,27.82,Japan,Tokyo Stock Exchange,JPY
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,61265756,0.04238,61265756,787984,77.75,United States,New York Stock Exchange Inc.,USD
SSE,SSE PLC,Utilities,Equity,61226560.93,0.04235,61226560.93,1846488,33.16,United Kingdom,London Stock Exchange,GBP
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,60919125.06,0.04214,60919125.06,993778,61.3,United Kingdom,London Stock Exchange,GBP
UCB,UCB SA,Health Care,Equity,60668590.98,0.04197,60668590.98,216156,280.67,Belgium,Nyse Euronext - Euronext Brussels,EUR
JBL,JABIL INC,Information Technology,Equity,60573359.98,0.0419,60573359.98,170947,354.34,United States,New York Stock Exchange Inc.,USD
CCI,CROWN CASTLE INC,Real Estate,Equity,60561446.47,0.04189,60561446.47,693637,87.31,United States,New York Stock Exchange Inc.,USD
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,60358271.92,0.04175,60358271.92,683714,88.28,United States,NASDAQ,USD
ED,CONSOLIDATED EDISON INC,Utilities,Equity,60289871.49,0.04171,60289871.49,562773,107.13,United States,New York Stock Exchange Inc.,USD
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,59834056.41,0.04139,59834056.41,300961,198.81,United States,NASDAQ,USD
IRM,IRON MOUNTAIN INC,Real Estate,Equity,59297845.25,0.04102,59297845.25,464171,127.75,United States,New York Stock Exchange Inc.,USD
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,59093687.18,0.04088,59093687.18,2372249,24.91,Israel,Tel Aviv Stock Exchange,ILS
FER,FERROVIAL NV,Industrials,Equity,58947220.15,0.04078,58947220.15,858308,68.68,Spain,Bolsa De Madrid,EUR
SYY,SYSCO CORP,Consumer Staples,Equity,58908615.75,0.04075,58908615.75,806415,73.05,United States,New York Stock Exchange Inc.,USD
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,58833628.74,0.0407,58833628.74,2006751,29.32,Singapore,Singapore Exchange,SGD
DHI,D R HORTON INC,Consumer Discretionary,Equity,58594608.8,0.04053,58594608.8,420455,139.36,United States,New York Stock Exchange Inc.,USD
PCG,PG&E CORP,Utilities,Equity,58498783.19,0.04047,58498783.19,3479999,16.81,United States,New York Stock Exchange Inc.,USD
SE,SEA ADS REPRESENTING LTD CLASS A,Consumer Discretionary,Equity,58310784.51,0.04034,58310784.51,660147,88.33,Singapore,New York Stock Exchange Inc.,USD
STLD,STEEL DYNAMICS INC,Materials,Equity,58059832,0.04016,58059832,247400,234.68,United States,NASDAQ,USD
BZFUT,CASH COLLATERAL USD BZFUT,Cash and/or Derivatives,Cash Collateral and Margins,58013900,0.04013,58013900,58013900,100,United States,--,USD
GALD,GALDERMA GROUP N AG,Health Care,Equity,57844008.3,0.04001,57844008.3,286042,202.22,Switzerland,SIX Swiss Exchange,CHF
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,57679182.55,0.0399,57679182.55,31264,1844.91,Canada,Toronto Stock Exchange,CAD
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,57441717.84,0.03974,57441717.84,160152,358.67,United States,Cboe BZX,USD
Q,QNITY ELECTRONICS INC,Information Technology,Equity,57010200.28,0.03944,57010200.28,347369,164.12,United States,New York Stock Exchange Inc.,USD
6702,FUJITSU LTD,Information Technology,Equity,56873170.82,0.03934,56873170.82,2775990,20.49,Japan,Tokyo Stock Exchange,JPY
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,56592277.86,0.03915,56592277.86,98382,575.23,United States,New York Stock Exchange Inc.,USD
8750,DAIICHI LIFE GROUP INC,Financials,Equity,56446931.61,0.03905,56446931.61,5951200,9.48,Japan,Tokyo Stock Exchange,JPY
HUM,HUMANA INC,Health Care,Equity,56292782.7,0.03894,56292782.7,186802,301.35,United States,New York Stock Exchange Inc.,USD
EQT,EQT CORP,Energy,Equity,56261863.21,0.03892,56261863.21,994553,56.57,United States,New York Stock Exchange Inc.,USD
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,56210779.14,0.03889,56210779.14,280689,200.26,United States,NASDAQ,USD
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,56062574.4,0.03878,56062574.4,543242,103.2,United States,New York Stock Exchange Inc.,USD
6762,TDK CORP,Information Technology,Equity,55965975.53,0.03872,55965975.53,2881100,19.43,Japan,Tokyo Stock Exchange,JPY
SDZ,SANDOZ GROUP AG,Health Care,Equity,55704336.02,0.03853,55704336.02,643732,86.53,Switzerland,SIX Swiss Exchange,CHF
ASSA B,ASSA ABLOY B,Industrials,Equity,55593293.07,0.03846,55593293.07,1529839,36.34,Sweden,Nasdaq Omx Nordic,SEK
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,55483542.32,0.03838,55483542.32,1083800,51.19,Japan,Tokyo Stock Exchange,JPY
MTB,M&T BANK CORP,Financials,Equity,55041004.98,0.03808,55041004.98,267527,205.74,United States,New York Stock Exchange Inc.,USD
8630,SOMPO HOLDINGS INC,Financials,Equity,55021395.43,0.03806,55021395.43,1450710,37.93,Japan,Tokyo Stock Exchange,JPY
NTR,NUTRIEN LTD,Materials,Equity,54996586.02,0.03805,54996586.02,775766,70.89,Canada,Toronto Stock Exchange,CAD
VMC,VULCAN MATERIALS,Materials,Equity,54799028.36,0.03791,54799028.36,199204,275.09,United States,New York Stock Exchange Inc.,USD
EBS,ERSTE GROUP BANK AG,Financials,Equity,54783712.8,0.0379,54783712.8,483047,113.41,Austria,Wiener Boerse Ag,EUR
HAL,HALLIBURTON,Energy,Equity,54256216.12,0.03753,54256216.12,1314028,41.29,United States,New York Stock Exchange Inc.,USD
WEC,WEC ENERGY GROUP INC,Utilities,Equity,54227232.12,0.03751,54227232.12,485733,111.64,United States,New York Stock Exchange Inc.,USD
ZTS,ZOETIS INC CLASS A,Health Care,Equity,53683942.32,0.03714,53683942.32,711234,75.48,United States,New York Stock Exchange Inc.,USD
ERIC B,ERICSSON B,Information Technology,Equity,53272026.76,0.03685,53272026.76,4217745,12.63,Sweden,Nasdaq Omx Nordic,SEK
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,53077619.15,0.03672,53077619.15,166937,317.95,United States,NASDAQ,USD
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,53056120.48,0.0367,53056120.48,567688,93.46,United States,NASDAQ,USD
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,52999903.74,0.03666,52999903.74,467949,113.26,United States,New York Stock Exchange Inc.,USD
CSL,CSL LTD,Health Care,Equity,52827073.4,0.03654,52827073.4,751509,70.29,Australia,Asx - All Markets,AUD
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,52521683.41,0.03633,52521683.41,417235,125.88,Canada,Toronto Stock Exchange,CAD
7267,HONDA MOTOR LTD,Consumer Discretionary,Equity,52429820.73,0.03627,52429820.73,6281450,8.35,Japan,Tokyo Stock Exchange,JPY
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,52368336.65,0.03623,52368336.65,4962812,10.55,Australia,Asx - All Markets,AUD
CBK,COMMERZBANK AG,Financials,Equity,52379356.85,0.03623,52379356.85,1224279,42.78,Germany,Xetra,EUR
IFC,INTACT FINANCIAL CORP,Financials,Equity,52227580.47,0.03613,52227580.47,278468,187.55,Canada,Toronto Stock Exchange,CAD
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,52020524.32,0.03599,52020524.32,59284,877.48,United States,NASDAQ,USD
ALC,ALCON AG,Health Care,Equity,51923274.92,0.03592,51923274.92,819563,63.35,Switzerland,SIX Swiss Exchange,CHF
SUNB,SUNBELT RENTALS HOLDINGS INC,Industrials,Equity,51745684.41,0.0358,51745684.41,653289,79.21,United Kingdom,London Stock Exchange,GBP
8015,TOYOTA TSUSHO CORP,Industrials,Equity,51384248.63,0.03555,51384248.63,1102600,46.6,Japan,Tokyo Stock Exchange,JPY
KVUE,KENVUE INC,Consumer Staples,Equity,51395624.64,0.03555,51395624.64,2989856,17.19,United States,New York Stock Exchange Inc.,USD
EQNR,EQUINOR,Energy,Equity,51334309.37,0.03551,51334309.37,1364354,37.63,Norway,Oslo Bors Asa,NOK
7182,JAPAN POST BANK LTD,Financials,Equity,51304180.97,0.03549,51304180.97,2861400,17.93,Japan,Tokyo Stock Exchange,JPY
POLI,BANK HAPOALIM BM,Financials,Equity,51078368.85,0.03533,51078368.85,1936880,26.37,Israel,Tel Aviv Stock Exchange,ILS
6701,NEC CORP,Information Technology,Equity,50729954.16,0.03509,50729954.16,1981400,25.6,Japan,Tokyo Stock Exchange,JPY
WAT,WATERS CORP,Health Care,Equity,50661581.61,0.03505,50661581.61,152041,333.21,United States,New York Stock Exchange Inc.,USD
REP,REPSOL SA,Energy,Equity,50590090.92,0.035,50590090.92,1939697,26.08,Spain,Bolsa De Madrid,EUR
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,50480561.49,0.03492,50480561.49,31585,1598.24,Canada,Toronto Stock Exchange,CAD
GIVN,GIVAUDAN SA,Materials,Equity,50391266.2,0.03486,50391266.2,14707,3426.35,Switzerland,SIX Swiss Exchange,CHF
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,50289375.84,0.03479,50289375.84,3242384,15.51,United States,NASDAQ,USD
TWLO,TWILIO INC CLASS A,Information Technology,Equity,50063125.72,0.03463,50063125.72,252793,198.04,United States,New York Stock Exchange Inc.,USD
DOV,DOVER CORP,Industrials,Equity,50064421.08,0.03463,50064421.08,233553,214.36,United States,New York Stock Exchange Inc.,USD
TSEM,TOWER SEMICONDUCTOR LTD,Information Technology,Equity,49924979.32,0.03454,49924979.32,179978,277.39,Israel,Tel Aviv Stock Exchange,ILS
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,49869829.59,0.0345,49869829.59,515877,96.67,United States,NASDAQ,USD
DANSKE,DANSKE BANK,Financials,Equity,49836896.01,0.03448,49836896.01,988388,50.42,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
NTRS,NORTHERN TRUST CORP,Financials,Equity,49753654.6,0.03442,49753654.6,302822,164.3,United States,NASDAQ,USD
AEE,AMEREN CORP,Utilities,Equity,49656581.6,0.03435,49656581.6,453071,109.6,United States,New York Stock Exchange Inc.,USD
POW,POWER CORPORATION OF CANADA,Financials,Equity,49504543.37,0.03425,49504543.37,842074,58.79,Canada,Toronto Stock Exchange,CAD
2802,AJINOMOTO INC,Consumer Staples,Equity,49222155.49,0.03405,49222155.49,1404590,35.04,Japan,Tokyo Stock Exchange,JPY
IQV,IQVIA HOLDINGS INC,Health Care,Equity,48789731.4,0.03375,48789731.4,285855,170.68,United States,New York Stock Exchange Inc.,USD
CNC,CENTENE CORP,Health Care,Equity,48663239.2,0.03366,48663239.2,829016,58.7,United States,New York Stock Exchange Inc.,USD
EXPN,EXPERIAN PLC,Industrials,Equity,48509793,0.03356,48509793,1403061,34.57,United Kingdom,London Stock Exchange,GBP
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,48490703.66,0.03354,48490703.66,672386,72.12,Japan,Tokyo Stock Exchange,JPY
ALAB,ASTERA LABS INC,Information Technology,Equity,48472594.56,0.03353,48472594.56,212004,228.64,United States,NASDAQ,USD
KBC,KBC GROEP,Financials,Equity,48399444.07,0.03348,48399444.07,364129,132.92,Belgium,Nyse Euronext - Euronext Brussels,EUR
FISV,FISERV INC,Financials,Equity,48139286.58,0.0333,48139286.58,900473,53.46,United States,NASDAQ,USD
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,48143804.23,0.0333,48143804.23,1762431,27.32,Japan,Tokyo Stock Exchange,JPY
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,47980860.72,0.03319,47980860.72,12558276,3.82,Singapore,Singapore Exchange,SGD
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,47916645.94,0.03315,47916645.94,44796,1069.66,Switzerland,SIX Swiss Exchange,CHF
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,47684346.16,0.03299,47684346.16,1598125,29.84,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
CPRT,COPART INC,Industrials,Equity,47590509.4,0.03292,47590509.4,1457596,32.65,United States,NASDAQ,USD
DTE,DTE ENERGY,Utilities,Equity,47151444.8,0.03262,47151444.8,327896,143.8,United States,New York Stock Exchange Inc.,USD
FTS,FORTIS INC,Utilities,Equity,46977194.8,0.0325,46977194.8,833252,56.38,Canada,Toronto Stock Exchange,CAD
VOD,VODAFONE GROUP PLC,Communication,Equity,46912786.18,0.03245,46912786.18,29991514,1.56,United Kingdom,London Stock Exchange,GBP
RMD,RESMED INC,Health Care,Equity,46873741.66,0.03243,46873741.66,231521,202.46,United States,New York Stock Exchange Inc.,USD
4568,DAIICHI SANKYO LTD,Health Care,Equity,46676182.76,0.03229,46676182.76,2858871,16.33,Japan,Tokyo Stock Exchange,JPY
AXON,AXON ENTERPRISE INC,Industrials,Equity,46664708.09,0.03228,46664708.09,120211,388.19,United States,NASDAQ,USD
VICI,VICI PPTYS INC,Real Estate,Equity,46563001.36,0.03221,46563001.36,1670122,27.88,United States,New York Stock Exchange Inc.,USD
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,46567347.54,0.03221,46567347.54,1204954,38.65,United Kingdom,London Stock Exchange,GBP
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,46448102.43,0.03213,46448102.43,213879,217.17,United States,NASDAQ,USD
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,46416562.2,0.03211,46416562.2,2438958,19.03,Sweden,Nasdaq Omx Nordic,SEK
SWED A,SWEDBANK,Financials,Equity,46393474.67,0.03209,46393474.67,1355743,34.22,Sweden,Nasdaq Omx Nordic,SEK
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,46238725.9,0.03199,46238725.9,1042155,44.37,Canada,Toronto Stock Exchange,CAD
RJF,RAYMOND JAMES INC,Financials,Equity,46190755.41,0.03195,46190755.41,296913,155.57,United States,New York Stock Exchange Inc.,USD
ADS,ADIDAS N AG,Consumer Discretionary,Equity,46052400.17,0.03186,46052400.17,268586,171.46,Germany,Xetra,EUR
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,46001717.58,0.03182,46001717.58,629643,73.06,United States,New York Stock Exchange Inc.,USD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,45769185.37,0.03166,45769185.37,699737,65.41,Canada,Toronto Stock Exchange,CAD
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,45746543.3,0.03165,45746543.3,247895,184.54,United States,NASDAQ,USD
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,45754182.58,0.03165,45754182.58,321782,142.19,United States,New York Stock Exchange Inc.,USD
FMG,FORTESCUE LTD,Materials,Equity,45600646.6,0.03155,45600646.6,2744378,16.62,Australia,Asx - All Markets,AUD
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,45527882.4,0.03149,45527882.4,1806662,25.2,United States,New York Stock Exchange Inc.,USD
NRG,NRG ENERGY INC,Utilities,Equity,45444289.28,0.03144,45444289.28,337324,134.72,United States,New York Stock Exchange Inc.,USD
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,45446329.17,0.03144,45446329.17,283804,160.13,Spain,Bolsa De Madrid,EUR
III,3I GROUP PLC,Financials,Equity,45340127.46,0.03137,45340127.46,1592040,28.48,United Kingdom,London Stock Exchange,GBP
PAYX,PAYCHEX INC,Industrials,Equity,45225129.6,0.03129,45225129.6,509120,88.83,United States,NASDAQ,USD
9432,NTT INC,Communication,Equity,45018016.63,0.03114,45018016.63,47589400,0.95,Japan,Tokyo Stock Exchange,JPY
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,44932618.94,0.03108,44932618.94,211140,212.81,Germany,Xetra,EUR
SYF,SYNCHRONY FINANCIAL,Financials,Equity,44474791.2,0.03077,44474791.2,624120,71.26,United States,New York Stock Exchange Inc.,USD
IR,INGERSOLL RAND INC,Industrials,Equity,44367092.28,0.03069,44367092.28,617754,71.82,United States,New York Stock Exchange Inc.,USD
CW,CURTISS WRIGHT CORP,Industrials,Equity,44283041.52,0.03063,44283041.52,58978,750.84,United States,New York Stock Exchange Inc.,USD
PAAS,PAN AMERICAN SILVER CORP,Materials,Equity,44218362.04,0.03059,44218362.04,723475,61.12,Canada,Toronto Stock Exchange,CAD
SIKA,SIKA AG,Materials,Equity,44148913.22,0.03054,44148913.22,245270,180,Switzerland,SIX Swiss Exchange,CHF
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Equity,44122075.35,0.03052,44122075.35,736944,59.87,Spain,Bolsa De Madrid,EUR
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,43884383.49,0.03036,43884383.49,341433,128.53,United States,New York Stock Exchange Inc.,USD
MT,ARCELORMITTAL SA,Materials,Equity,43792793.44,0.03029,43792793.44,681706,64.24,France,Euronext Amsterdam,EUR
DOW,DOW INC,Materials,Equity,43608614.14,0.03017,43608614.14,1124513,38.78,United States,New York Stock Exchange Inc.,USD
AER,AERCAP HOLDINGS NV,Industrials,Equity,43480239.36,0.03008,43480239.36,306048,142.07,Netherlands,New York Stock Exchange Inc.,USD
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,43460892.96,0.03007,43460892.96,693488,62.67,United States,NASDAQ,USD
PPL,PEMBINA PIPELINE CORP,Energy,Equity,43450971.78,0.03006,43450971.78,894190,48.59,Canada,Toronto Stock Exchange,CAD
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,43454264.83,0.03006,43454264.83,1847680,23.52,Australia,Asx - All Markets,AUD
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,43385682.08,0.03001,43385682.08,67943,638.56,United States,New York Stock Exchange Inc.,USD
TPR,TAPESTRY INC,Consumer Discretionary,Equity,43100974.4,0.02982,43100974.4,330935,130.24,United States,New York Stock Exchange Inc.,USD
ATO,ATMOS ENERGY CORP,Utilities,Equity,43074371.37,0.0298,43074371.37,238151,180.87,United States,New York Stock Exchange Inc.,USD
HLMA,HALMA PLC,Information Technology,Equity,43035495.39,0.02977,43035495.39,679906,63.3,United Kingdom,London Stock Exchange,GBP
6273,SMC (JAPAN) CORP,Industrials,Equity,43037770.08,0.02977,43037770.08,85645,502.51,Japan,Tokyo Stock Exchange,JPY
VIE,VEOLIA ENVIRON. SA,Utilities,Equity,42937680.88,0.0297,42937680.88,1060638,40.48,France,Nyse Euronext - Euronext Paris,EUR
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,42898990.42,0.02968,42898990.42,1983702,21.63,Japan,Tokyo Stock Exchange,JPY
CRWV,COREWEAVE INC CLASS A,Information Technology,Equity,42862833.63,0.02965,42862833.63,375282,114.22,United States,NASDAQ,USD
HO,THALES SA,Industrials,Equity,42800225.87,0.02961,42800225.87,164323,260.47,France,Nyse Euronext - Euronext Paris,EUR
BMW,BMW AG,Consumer Discretionary,Equity,42770921.66,0.02959,42770921.66,479431,89.21,Germany,Xetra,EUR
4503,ASTELLAS PHARMA INC,Health Care,Equity,42751081.29,0.02957,42751081.29,2855700,14.97,Japan,Tokyo Stock Exchange,JPY
EIX,EDISON INTERNATIONAL,Utilities,Equity,42675228.42,0.02952,42675228.42,603354,70.73,United States,New York Stock Exchange Inc.,USD
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,42519724.84,0.02941,42519724.84,2324016,18.3,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,42497330.01,0.0294,42497330.01,249999,169.99,United States,New York Stock Exchange Inc.,USD
FTAI,FTAI AVIATION LTD,Industrials,Equity,42489033.9,0.02939,42489033.9,164082,258.95,United States,NASDAQ,USD
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,42164645.26,0.02917,42164645.26,4363958,9.66,Japan,Tokyo Stock Exchange,JPY
